"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Elegant Tit","Pardaliparus elegans",,"Frank Lambert",0000-00-00,?:?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,450,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5392>AV5392</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: Xeno-canto.  Recorded May 22-23, 1997 lower frequencies removed",,68982,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-fronted Tit","Sittiparus semilarvatus",snowi,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song?,"lost the original and this is a copy kindly provided to me by Des Allen. ",,57574,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Bulbul","Hypsipetes philippinus",philippinus,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,"call, song, song and calls (including flight at end)",,,57586,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",,"Paul Noakes",0000-00-00,08:00,"Hamut Camp #1, Baliuag, Sierra Madre Mountains, Luzon ",Philippines,17.5553,121.9151,?,?,,,41125,//creativecommons.org/licenses/by-nc-nd/2.5/
"Striated Swallow","Cecropis striolata",,"Frank Lambert",0000-00-00,?:?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5202>AV5202</a>.  Certainty: 100%.  ID determined by: seen. Age:  GPS: Xeno-canto.  Recorded May 22-23, 1997",,68478,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striated Swallow","Cecropis striolata",,"Frank Lambert",0000-00-00,?:?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5201>AV5201</a>.  Certainty: 100%.  ID determined by: seen. Age:  GPS: Xeno-canto.  Recorded May 22-23, 1997",,68477,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striated Swallow","Cecropis striolata",,"Frank Lambert",0000-00-00,?:?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5203>AV5203</a>.  Certainty: 100%.  ID determined by: seen. Age:  GPS: Xeno-canto.  Recorded May 22-23, 1997",,68479,//creativecommons.org/licenses/by-nc-nd/4.0/
"Sierra Madre Ground Warbler","Robsonius thompsoni",,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song?,"High pitched notes made by bird walking on forest floor. Sorry about the quality - lost the original and this is a copy kindly provided to me by Des Allen.",,57573,//creativecommons.org/licenses/by-nc-nd/4.0/
"Sierra Madre Ground Warbler","Robsonius thompsoni",,"Frank Lambert",0000-00-00,?,"Hamut, Luzon",Philippines,,,?,song,"High pitched notes Sorry about the quality - lost the original and this is a copy kindly provided to me by Des Allen.",,57572,//creativecommons.org/licenses/by-nc-nd/4.0/
"Luzon Striped Babbler","Zosterornis striatus",,"Frank Lambert",0000-00-00,?:?,"Luzon, Sierra Madre Mountains, near Mt. Hamut, inland from Tutigara",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5629>AV5629</a>.  Certainty: 100%.  ID determined by: various calls, mostly high pitched of Luzon Striped Babbler, also on this cut Black-naped Monarch, also a short trill made by the Luzon Striped Babbler. GPS: Xeno-canto.",,69522,//creativecommons.org/licenses/by-nc-nd/4.0/
"Luzon Striped Babbler","Zosterornis striatus",,"Frank Lambert",0000-00-00,?:?,"Luzon, Sierra Madre Mountains, near Mt. Hamut, inland from Tutigara",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5628>AV5628</a>.  Certainty: 100%.  ID determined by: various calls, mostly high pitched of Luzon Striped Babbler, also on this cut Black-naped Monarch, also a short trill made by the Luzon Striped Babbler. GPS: Xeno-canto.  Recorded May 20-24, 1997",,69521,//creativecommons.org/licenses/by-nc-nd/4.0/
"Luzon Striped Babbler","Zosterornis striatus",,"Frank Lambert",0000-00-00,?:?,"Luzon, Sierra Madre Mountains, near Mt. Hamut, inland from Tutigara",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5627>AV5627</a>.  Certainty: 100%.  ID determined by: various calls, mostly high pitched of Luzon Striped Babbler, also on this cut Black-naped Monarch, also a short trill made by the Luzon Striped Babbler. GPS: Xeno-canto.  Recorded May 20-24, 1997",,69520,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grand Rhabdornis","Rhabdornis grandis",,"Frank Lambert",0000-00-00,?:?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/5577>AV5577</a>.  Certainty: 100%.  ID determined by: seen. GPS: Xeno-canto.  Recorded May 22-23, 1997",,69374,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grand Rhabdornis","Rhabdornis grandis",,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song?,"High pitched calls, possibly the song. lost the original and this is a copy kindly provided to me by Des Allen. ",,57576,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grand Rhabdornis","Rhabdornis grandis",,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song?,"High pitched calls, possibly the song. lost the original and this is a copy kindly provided to me by Des Allen. ",,57575,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-breasted Blue Flycatcher","Cyornis herioti",herioti,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song,"I saw a male in response to playback of this song which is the basis for the ID. However, Des Allen told me that Ashy Thrush apprently responded to this cut or one of the other three cuts of this species that I uploaded here.",,57581,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-breasted Blue Flycatcher","Cyornis herioti",herioti,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song,"I saw a male in response to playback of this song which is the basis for the ID. However, Des Allen told me that Ashy Thrush apprently responded to this cut or one of the other three cuts of this species that I uploaded here.",,57583,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-breasted Blue Flycatcher","Cyornis herioti",herioti,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song,"I saw a male in response to playback of this song which is the basis for the ID. However, Des Allen told me that Ashy Thrush apprently responded to this cut or one of the other three cuts of this species that I uploaded here.",,57580,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-breasted Blue Flycatcher","Cyornis herioti",herioti,"Frank Lambert",0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,song,"I saw a male in response to playback of this song which is the basis for the ID. However, Des Allen told me that Ashy Thrush apprently responded to this cut or one of the other three cuts of this species that I uploaded here.",,57582,//creativecommons.org/licenses/by-nc-nd/4.0/
