"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Visayan Shama","Copsychus superciliaris",,"Ross Gallardy",2016-05-16,17:00,"Siaton, Negros Oriental, Central Visayas",Philippines,9.1263,123.0295,70,song,,,320936,//creativecommons.org/licenses/by-nc-sa/4.0/
"Visayan Shama","Copsychus superciliaris",,"Ross Gallardy",2016-05-16,17:00,"Siaton, Negros Oriental, Central Visayas",Philippines,9.1263,123.0295,70,song,,,320935,//creativecommons.org/licenses/by-nc-sa/4.0/
"Visayan Shama","Copsychus superciliaris",,"Ross Gallardy",2016-05-16,17:00,"Siaton, Negros Oriental, Central Visayas",Philippines,9.1263,123.0295,70,song,,,320934,//creativecommons.org/licenses/by-nc-sa/4.0/
"Small Crow","Corvus samarensis",samarensis,"Yann Muzika",2016-08-05,08:30,"Paranas, Samar, Eastern Visayas",Philippines,11.8641,125.213,140,call,"Pair of birds 
Some noise reduction applied. ",,332172,//creativecommons.org/licenses/by-nc-sa/4.0/
"Camiguin Bulbul","Hypsipetes catarmanensis",,"Yann Muzika",2016-08-12,07:00,"Camiguin Sur",Philippines,9.2062,124.6931,600,song,,,332162,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Sooty Woodpecker","Mulleripicus fuliginosus",,"Ross Gallardy",2016-05-31,11:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,160,"flight call",,,321292,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Sooty Woodpecker","Mulleripicus fuliginosus",,"Ross Gallardy",2016-05-31,11:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,160,call,,,321291,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Sooty Woodpecker","Mulleripicus fuliginosus",,"Ross Gallardy",2016-05-31,11:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,160,"call, flight call","Recording of a pair flying around us. Both typical high pitched call and flight call can be heard ",,321289,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Sooty Woodpecker","Mulleripicus fuliginosus",,"Ross Gallardy",2016-05-31,11:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,160,call,,,321288,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Duck","Anas luzonica",,"Ross Gallardy",2016-05-28,16:30,"Bislig Airport",Philippines,8.198,126.3252,10,call,,,321144,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Megapode","Megapodius cumingii",dillwyni,"Albert Lastukhin",2016-10-14,06:30,"Puerto Galera, Oriental Mindoro, MIMAROPA",Philippines,13.4983,120.9492,40,call,,"Amaurornis olivacea",624206,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Megapode","Megapodius cumingii",dillwyni,"Albert Lastukhin &amp; Yuri Glushchenko",2016-10-10,07:00,"Puerto Galera, Oriental Mindoro, MIMAROPA",Philippines,13.4608,120.9375,340,song,,,345679,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Peacock-Pheasant","Polyplectron napoleonis",,"Stijn Cooleman",2016-04-02,08:35,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1989,118.9234,60,call,"After this magnificent ground-dweller tamely approached me up to a few meters on the trail (c. 5' before this recording), he returned to his patch between rattan vegetation from where he started to call (when I left while taping White-browed Shama)",,441606,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Junglefowl","Gallus gallus",,"Mike Nelson",2016-02-20,10:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,"alarm call, call","Spooked off a nest",,308925,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Junglefowl","Gallus gallus",,"Albert Lastukhin",2016-10-11,05:00,"Puerto Galera, Oriental Mindoro, MIMAROPA",Philippines,13.4608,120.9375,340,song,,,348096,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Eared Nightjar","Lyncornis macrotis",,"Mike Nelson",2016-02-21,19:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,song,,,308905,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Ross Gallardy",2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,song,,,321026,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Ross Gallardy",2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,"call, wing claps?","possible aggression or display call? Given in flight accompanied by wing claps",,321025,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Ross Gallardy",2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,song,,"Ninox philippensis",321023,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Ross Gallardy",2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,song,,,321022,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Derek Paulo",2016-01-06,18:00,"CPAC, Murcia, Negros Occidental, Western Visayas",Philippines,10.6387,123.0709,220,call,"I've never expected this bird to perch on a branch so close to my window. I never thought this species would like to play around houses. I had to record it.",,342491,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"jim samaniego",2016-02-27,03:00,"Luzon; Laguna Province; Mt. Makiling Forest Reserve",Philippines,14.15,121.232,120,call,"reference XC175097",,304786,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus",,"Ross Gallardy",2016-05-21,05:00,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,,,321051,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus",,"Ross Gallardy",2016-05-20,05:00,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,,,321039,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Frogmouth","Batrachostomus chaseni",,"Stijn Cooleman",2016-04-02,20:47,"Palawan, forest near Sabang",Philippines,10.1789,118.8925,30,call,,,441652,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Frogmouth","Batrachostomus chaseni",,"Ross Gallardy",2016-05-13,21:30,"Zigzag Road, Palawan, MIMAROPA",Philippines,9.6377,118.7136,30,call,,,320233,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous Coucal","Centropus unirufus",,"Mike Nelson",2016-02-19,16:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,call,img:https://www.flickr.com/photos/madbirder/25183550699/in/photolist-EnoheZ,,308932,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-faced Coucal","Centropus melanops",,"Ross Gallardy",2016-05-21,08:30,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,,,321057,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-faced Coucal","Centropus melanops",,"Ross Gallardy",2016-05-21,08:30,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,song,,,321058,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Coucal","Centropus viridis",,"Ross Gallardy",2016-03-26,11:00,"Mount Kitanglad Range Natural Park (near  Malaybalay City), Bukidnon, Northern Mindanao",Philippines,8.1373,124.9648,1700,call,,,321121,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Coucal","Centropus viridis",mindorensis,"Albert Lastukhin &amp; Yuri Glushchenko",2016-10-25,07:00,"Puerto Galera, Oriental Mindoro, MIMAROPA",Philippines,13.4608,120.9375,340,"call, song, call-song",,,345306,//creativecommons.org/licenses/by-nc-sa/4.0/
