"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Wandering Whistling Duck","Dendrocygna arcuata",arcuata,"Greg Irving",2025-06-07,06:46,"Panlabuhan Floating Village, Agusan Marsh, Loreto, Agusan del Sur, Caraga",Philippines,8.2302,125.8832,20,"flight call",,,1005888,//creativecommons.org/licenses/by-nc-sa/4.0/
"Wandering Whistling Duck","Dendrocygna arcuata",,"Chi-Hsuan Shao",2025-01-02,08:09,"Canarem Lake and Bird Sanctuary",Philippines,15.6038,120.7063,20,"call, flight call",,,959682,//creativecommons.org/licenses/by-nc-sa/4.0/
"Wandering Whistling Duck","Dendrocygna arcuata",arcuata,"Greg Irving",2025-06-07,07:00,"Panlabuhan Floating Village, Agusan Marsh, Loreto, Agusan del Sur, Caraga",Philippines,8.2302,125.8832,20,"flight call","10-12 individuals flying past",,1005889,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Eared Nightjar","Lyncornis macrotis",,"Chi-Hsuan Shao",2025-01-01,05:48,"eBird hotspot: Subic Bay--Nabasan Trail",Philippines,14.7639,120.2849,130,call,,,959679,//creativecommons.org/licenses/by-nc-sa/4.0/
"Large-tailed Nightjar","Caprimulgus macrurus",,"Genivive Maberit",2025-03-17,22:00,"Dumaran, Palawan, MIMAROPA",Philippines,10.5477,119.5166,60,song,"The bird was roosting on the ground in the farmhouse's backyard, which was covered with litter and a few broadleaf grasses. None of the recordings is modified. ",,984319,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"GABRIEL LEITE",2025-06-25,06:00,"Luzon; Laguna Province; Mt. Makiling Forest Reserve",Philippines,14.15,121.232,140,call,,,1009604,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"GABRIEL LEITE",2025-06-25,06:00,"Luzon; Laguna Province; Mt. Makiling Forest Reserve",Philippines,14.15,121.232,140,call,,,1009603,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus",,"Greg Irving",2025-06-11,03:32,"PICOP Road 1-4, Bislig, Agusan del Sur, Mindanao",Philippines,8.26,126.22,150,song,,,1006822,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Frogmouth","Batrachostomus chaseni",,"Daan Drukker",2025-11-06,18:12,"Beach Trail behind Atremaru, Palawan, Mimaropa",Philippines,10.0805,118.8288,70,song,,,1063211,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Frogmouth","Batrachostomus chaseni",,"Daan Drukker",2025-11-02,05:28,"Napsan road, Palawan, Mimaropa",Philippines,9.7024,118.5152,380,song,"Two call types, see next recording",,1064650,//creativecommons.org/licenses/by-nc-sa/4.0/
"Palawan Frogmouth","Batrachostomus chaseni",,"Daan Drukker",2025-11-02,05:28,"Napsan road, Palawan, Mimaropa",Philippines,9.7024,118.5152,380,song,"Two call types, see next recording",,1064649,//creativecommons.org/licenses/by-nc-sa/4.0/
