"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Red Junglefowl","Gallus gallus","ss philippensis","Brendan Sloan",2018-04-19,10:30,"Sibaliw Research Station Panay",Philippines,,,"800 masl approx",call,"Female appeared to be an alarm call",,433667,//creativecommons.org/licenses/by-nc-sa/4.0/
"Great Eared Nightjar","Lyncornis macrotis",macrotis,"Irene Dy",2018-01-08,05:30,"Luzon; Subic Bay",Philippines,14.8,120.26,0,"call, bird's call with some grasscracking sound in the bird's voice.",,,430561,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Nightjar","Caprimulgus manillensis",,"Brendan Sloan",2018-05-24,18:00,"Dinigat Island",Philippines,10.123,125.5572,"5 masl approx",call,,,443981,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus","ss  septimus","Brendan Sloan",2018-05-23,05:00,"Cinchona Research Station, Lantapan, Bukidnon, Northern Mindanao",Philippines,,,"1200 masl approx",call,,,443659,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus","ss menagei","Brendan Sloan",2018-04-21,19:00,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,,,433811,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus","ss  menagei","Brendan Sloan",2018-04-19,19:30,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,"Adult  Philippine Frogmouth with Luzon Hawk Owl",,433550,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus","ss  menagei","Brendan Sloan",2018-04-19,19:00,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,"Appears to have been a juvenile",,433549,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Frogmouth","Batrachostomus septimus","ss menagei","Brendan Sloan",2018-04-19,19:00,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,"This appeared to be a juvenile",,433548,//creativecommons.org/licenses/by-nc-sa/4.0/
"Pygmy Swiftlet","Collocalia troglodytes",,"Brendan Sloan",2018-05-25,11:30,"Dinagat Island",Philippines,10.123,125.5572,"5 masl approx","echo location",,,445388,//creativecommons.org/licenses/by-nc-sa/4.0/
"Pygmy Swiftlet","Collocalia troglodytes",,"Brendan Sloan",2018-04-25,16:00,"Sibaliw Research Station Panay",Philippines,,,"800 masl approx",call,,,433958,//creativecommons.org/licenses/by-nc-sa/4.0/
"Ameline Swiftlet","Aerodramus amelis",,"Brendan Sloan",2018-05-25,12:00,"Dinigat Island",Philippines,10.123,125.5572,"5 masl approx","echo location","Medium size dark swift -bluish-black back no white rump. Echo locating on exiting a cave.",,445396,//creativecommons.org/licenses/by-nc-sa/4.0/
"Ameline Swiftlet","Aerodramus amelis",,"Brendan Sloan",2018-05-25,12:00,"Dinigat Island",Philippines,10.123,125.5572,"5 masl approx","echo location","Medium size dark swift -bluish-black back no white rump. Echo locating on exiting a cave.",,445393,//creativecommons.org/licenses/by-nc-sa/4.0/
"Ameline Swiftlet","Aerodramus amelis",,"Brendan Sloan",2018-05-25,11:30,"Dinigat Island",Philippines,10.123,125.5572,"5 masl approx","echo location","Medium size dark swift -bluish-black back no white rump. Echo locating on exiting a cave.",,445386,//creativecommons.org/licenses/by-nc-sa/4.0/
"Ameline Swiftlet","Aerodramus amelis",,"Brendan Sloan",2018-05-25,12:00,"Dinigat Island",Philippines,10.123,125.5572,"5 masl approx","echo location","Medium size dark swift -bluish-black back no white rump. Echo locating on exiting a cave.",,445399,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rough-crested Malkoha","Dasylophus superciliosus",,"Michael Hurben",2018-03-17,16:30,"Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,call,"There were two birds. Our guide, upon hearing them, used a recording of their call in an attempt to bring them out of the deep foliage. One bird flew across the trail and was gone; I did not see it, but the guide did. The other bird continued to call; this recording is that 2nd bird (this one was never seen). 

The next day we finally had good looks at several of these birds near the same area, but they were silent.  ",,406564,//creativecommons.org/licenses/by-nc-sa/4.0/
"Asian Koel","Eudynamys scolopaceus","ss mindanensis","Brendan Sloan",2018-05-27,08:30,"Dinagat Island",Philippines,10.123,125.5572,"5 masl",call,,,446387,//creativecommons.org/licenses/by-nc-nd/4.0/
"Asian Koel","Eudynamys scolopaceus","ss .mindanensis","Brendan Sloan",2018-04-20,17:30,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,,,433669,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Bronze Cuckoo","Chrysococcyx minutillus","ss aheneus","brendan sloan",2018-05-20,08:00,"Cleanergy Davao Mindanao",Philippines,,,"1 masl",call,"Birds displaying",,442740,//creativecommons.org/licenses/by-nc-sa/4.0/
"Little Bronze Cuckoo","Chrysococcyx minutillus","ss aheneus","Brendan Sloan",2018-05-20,08:00,"Cleanergy Davao Mindanao",Philippines,,,"1 masl",call,"Bird displaying",,442743,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis","ss sepulcralis","Brendan Sloan",2018-06-01,09:30,"Nug As Alcoy Cebu",Philippines,,,"150 masl approx","call, song","Song and shrill call",,447242,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis",,"brendan sloan",2018-05-22,08:30,"Mt Dulang Dulang Mindanao",Philippines,,,"2150 masl",song,,,443286,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis",,"brendan sloan",2018-03-26,06:00,"Sto Thomas Baguio Luzon",Philippines,,,"2200 masl approx",song,,,422295,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis",,"brendan sloan",2018-03-26,06:00,"Sto Thomas Baguio Luzon",Philippines,,,"2200 masl approx",song,,,422292,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis",,"brendan sloan",2018-05-13,12:00,"Lake Holon South Cotabato Mindanao ",Philippines,,,"1100 masl approx",song,,,421241,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Drongo-Cuckoo","Surniculus velutinus","ss  velutinus","Brendan Sloan",2018-05-16,10:00,"Senator Ninoy Aquino Mindanao",Philippines,,,"100 masl approx",song,,,536929,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Cuckoo-Dove","Macropygia tenuirostris","ss  tenuirostris","Brendan Sloan",2018-04-28,16:30,"Mt Majda As Panay",Philippines,,,"1114 masl",call,,,434163,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Emerald Dove","Chalcophaps indica","ss indica","Brendan Sloan",2018-05-20,07:00,"Cleanergy Park Davao Mindanao",Philippines,,,"2 masl",call,,,442739,//creativecommons.org/licenses/by-nc-sa/4.0/
"Negros Bleeding-heart","Gallicolumba keayi",,"Brendan Sloan",2018-04-27,08:00,Sibaliw,Philippines,,,"700 masl approx",call,,,434040,//creativecommons.org/licenses/by-nc-sa/4.0/
"Negros Bleeding-heart","Gallicolumba keayi",,"Brendan Sloan",2018-04-27,08:00,"Sibaliw Research Station Panay",Philippines,,,"700 masl approx",call,,,434035,//creativecommons.org/licenses/by-nc-sa/4.0/
"Negros Bleeding-heart","Gallicolumba keayi",,"Brendan Sloan",2018-04-05,16:00,"Sibaliw Research Station Panay",Philippines,,,"800 masl approx",call,,,433960,//creativecommons.org/licenses/by-nc-sa/4.0/
"Negros Bleeding-heart","Gallicolumba keayi",,"Brendan Sloan",2018-04-24,04:00,"Sibaliw Research Station Panay",Philippines,,,"800 masl approx",call,,,433959,//creativecommons.org/licenses/by-nc-sa/4.0/
"Negros Bleeding-heart","Gallicolumba keayi",,"Brendan Sloan",2018-04-25,07:00,"Sibaliw Research Station Panay",Philippines,,,"800 masl approx",call,,,433961,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-eared Brown Dove","Phapitreron leucotis",,"Pauline Carmel Joy Eje",2018-02-18,13:00,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song",,,463896,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-eared Brown Dove","Phapitreron leucotis","ss brevirostris","Brendan Sloan",2018-05-16,07:00,"Senator Ninoy Aquino Mindanao",Philippines,,,"100 masl approx",call,,,442684,//creativecommons.org/licenses/by-nc-sa/4.0/
