"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Ashy-fronted Bulbul","Pycnonotus cinereifrons",,"Todd Mark",1997-02-17,?,"St. Paul's Subterranean N.P.",Philippines,10.198,118.912,20,somg,"natural & seen",,100259,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-headed Tailorbird","Phyllergates heterolaemus",,"Todd Mark",1997-02-05,06:30,"Mount Kitanglad Range Natural Park (near  Malaybalay City), Bukidnon, Northern Mindanao",Philippines,8.1373,124.9648,1700,song,"Forest dweller. Should be easy to figure out.","Hypsipetes philippinus",118214,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-headed Tailorbird","Phyllergates heterolaemus",,"Desmond Allen",1997-07-08,?:?,"Mount Kitanglad, Bukidnon Province, Mindanao",Philippines,,,?,song,"singing bird",,79208,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-headed Tailorbird","Phyllergates heterolaemus",,"Desmond Allen",1997-08-06,?:?,"Mindanao; Mt. Kitanglad",Philippines,8.1198,124.9098,?,song,"Comments for earlier ID as Vauriella goodfellowi : ""Certainty: 90%. The thin, flat, high-pitched notes. Same indiv. as other cut. An immature was observed during recording, an adult was probably also nearby, but was not seen.""",,81157,//creativecommons.org/licenses/by-nc-nd/2.5/
"Tawny Grassbird","Cincloramphus timoriensis",,"Desmond Allen",1997-05-08,?:?,"Mount Kitanglad, Bukidnon Province, Mindanao",Philippines,,,?,call,"Bird calling from cleared area",,79214,//creativecommons.org/licenses/by-nc-nd/2.5/
"Black-headed Tailorbird","Orthotomus nigriceps",,"Desmond Allen",1997-01-07,?:?,"Picop, Surigao del Sur Province, Mindanao",Philippines,,,?,call,"Bird calling",,79228,//creativecommons.org/licenses/by-nc-nd/2.5/
"Mindanao Pygmy Babbler","Dasycrotapha plateni",,"Desmond Allen",1997-07-31,?:?,"Picop, Surigao del Sur Province, Mindanao",Philippines,,,?,call,"bird calling",,79206,//creativecommons.org/licenses/by-nc-nd/2.5/
"Panay Striped Babbler","Zosterornis latistriatus",,"Desmond Allen",1997-01-08,?:?,"Mount Madja-as, Antique Province, Panay",Philippines,11.39,122.17,?,"alarm, contact","alarm and contact calls",,79255,//creativecommons.org/licenses/by-nc-nd/2.5/
"Warbling White-eye","Zosterops japonicus",,"Desmond Allen",1997-05-08,?:?,"Mount Kitanglad, Bukidnon Province, Mindanao",Philippines,,,?,call,"calling bird",,79215,//creativecommons.org/licenses/by-nc-nd/2.5/
"Short-tailed Starling","Aplonis minor",,"Desmond Allen",1997-04-08,?:?,"Mount Kitanglad, Bukidnon Province, Mindanao",Philippines,,,?,call,"some calls from birds in tree",,79213,//creativecommons.org/licenses/by-nc-nd/2.5/
"Apo Myna","Goodfellowia miranda",,"Desmond Allen",1997-06-08,?:?,"Mount Kitanglad, Bukidnon Province, Mindanao",Philippines,,,?,call,"Bird calling",,79211,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-throated Jungle Flycatcher","Vauriella albigularis",,"Desmond Allen",1997-01-07,?:?,"Sibaliw, Aklan Province, Panay",Philippines,,,?,call,"Bird on branch of lower storey singing in the rain",,79231,//creativecommons.org/licenses/by-nc-nd/2.5/
"Slaty-backed Jungle Flycatcher","Vauriella goodfellowi",,"Desmond Allen",1997-08-06,?:?,"Mindanao; Mt. Kitanglad",Philippines,8.1198,124.9098,?,song,"Certainty: 90%. The thin, flat, high-pitched notes. Same indiv. as other cut. An immature was observed during recording, an adult was probably also nearby, but was not seen.",,81158,//creativecommons.org/licenses/by-nc-nd/2.5/
"Little Slaty Flycatcher","Ficedula basilanica",,"Desmond Allen",1997-07-31,?:?,"Picop, Surigao del Sur Province, Mindanao",Philippines,,,?,call,"Bird calling then singing",,79204,//creativecommons.org/licenses/by-nc-nd/2.5/
"Palawan Flowerpecker","Prionochilus plateni",,"Todd Mark",1997-02-16,?,"St. Paul's Subterranean N.P.",Philippines,10.198,118.912,50,call,"bird seen, calling naturally",,100181,//creativecommons.org/licenses/by-nc-nd/2.5/
"Palawan Flowerpecker","Prionochilus plateni",,"Todd Mark",1997-02-16,?,"St. Paul's Subterranean N.P.",Philippines,10.198,118.912,50,call,"bird seen, calling naturally",,100182,//creativecommons.org/licenses/by-nc-nd/2.5/
"Cebu Flowerpecker","Dicaeum quadricolor",,"Philippe Verbelen",1997-01-24,10:00,"Tabunan, Cebu",Philippines,10.4321,123.8084,500,"call, song","This recording was previously uploaded on Project Avocet as AV 8891. (The recording was slightly clipped).  The bird was permanently feeding on flowers just in front of my observation platform.  Occassionaly singing and calling. I watched it for hours in a row at less then two meters distance.... (unfortunately, my camera was stolen a week earlier ...). This is probably now one of the rarest birds in Asia...","Hypsipetes siquijorensis",210155,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-eared Parrotfinch","Erythrura coloria",,"Todd Mark",1997-02-05,08:00,"Mount Kitanglad Range Natural Park (near  Malaybalay City), Bukidnon, Northern Mindanao",Philippines,8.1373,124.9648,1700,call,,,114742,//creativecommons.org/licenses/by-nc-sa/3.0/
"Red-eared Parrotfinch","Erythrura coloria",,"Todd Mark",1997-02-05,08:00,"Mount Kitanglad Range Natural Park (near  Malaybalay City), Bukidnon, Northern Mindanao",Philippines,8.1373,124.9648,1700,call,,,114741,//creativecommons.org/licenses/by-nc-sa/3.0/
