"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Black-chinned Fruit Dove","Ptilinopus leclancheri","ss  leclancheri","Brendan Sloan",2019-05-24,07:00,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,,,504986,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Serpent Eagle","Spilornis holospilus",,"Garry Bakker",2019-03-21,08:41,"Bunawan (near  Rosario), Agusan del Sur, Caraga",Philippines,8.255,126.151,170,"flight call","Pair circling above remnant rain forest patch.",,573540,//creativecommons.org/licenses/by-nc-sa/4.0/
"Luzon Scops Owl","Otus longicornis",,"Yann Muzika",2019-04-04,19:30,"Real, Quezon, Calabarzon",Philippines,14.5633,121.4968,700,song,"Hi-Pass Lo-Pass filters",,467511,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mantanani Scops Owl","Otus mantananensis",,"Zhou Zhe 周哲",2019-10-06,18:30,"Caba Island, Puerto Princesa, Palawan, MIMAROPA",Philippines,9.9388,118.7896,10,call,,,502974,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Eagle-Owl","Bubo philippensis",philippensis,"Jun V",2019-05-12,22:30,"San Pedro, Laguna, Calabarzon",Philippines,14.3657,121.0335,40,call,"at first I thought it was just a cat... only to realize a couple of calls later that maybe it isn't. what is it?

edit: call recording posted & identified in another online group as Bubo philippensis",,473663,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mindoro Hornbill","Penelopides mindorensis",,"Brendan Sloan",2019-05-14,16:30,"Panikian Lake Mindoro",Philippines,,,"20 masl",call,,,557978,//creativecommons.org/licenses/by-nc-nd/4.0/
"Mindanao Hornbill","Penelopides affinis","ss affinis","Brendan Sloan",2019-04-10,08:30,"Dinagat Island",Philippines,10.123,125.5572,"150 masl approx",call,,,496473,//creativecommons.org/licenses/by-nc-nd/4.0/
"Mindanao Hornbill","Penelopides affinis","SS affinis","Brendan Sloan",2019-04-10,08:30,"Dinagat Island",Philippines,10.123,125.5572,"150 masl approx",call,,,496472,//creativecommons.org/licenses/by-nc-nd/4.0/
"Spotted Wood Kingfisher","Actenoides lindsayi",lindsayi,"Ding Li Yong",2019-06-16,13:00,"Infanta Road, Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,659851,//creativecommons.org/licenses/by-nc-nd/4.0/
"Spotted Wood Kingfisher","Actenoides lindsayi",lindsayi,"Ding Li Yong",2019-06-16,10:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,call,,,483439,//creativecommons.org/licenses/by-nc-nd/4.0/
"Hombron's Kingfisher","Actenoides hombroni",,"Garry Bakker",2019-03-20,09:46,"Rosario, Agusan del Sur, Caraga",Philippines,8.292,126.139,300,song,"Singing from dense lower canopy.",,573556,//creativecommons.org/licenses/by-nc-sa/4.0/
"Winchell's Kingfisher","Todiramphus winchelli",,"Garry Bakker",2019-03-20,17:40,"Rosario, Agusan del Sur, Caraga",Philippines,8.311,126.201,90,call,"Pair present.",,573550,//creativecommons.org/licenses/by-nc-sa/4.0/
"Collared Kingfisher","Todiramphus chloris",,"Jun V",2019-05-27,18:30,"San Pedro, Laguna, Calabarzon",Philippines,14.3657,121.0335,40,call,"Recorded using smartphone. No editing. Uploaded straight from smartphone. Bird was perched on electrical line.",,477125,//creativecommons.org/licenses/by-nc-sa/4.0/
"Collared Kingfisher","Todiramphus chloris","ss collaris","Brendan Sloan",2019-05-02,07:00,"Pandan Island Sablayan",Philippines,,,"5 masl",call,,,501968,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-throated Bee-eater","Merops viridis","ss americanus","Brendan Sloan",2019-00-30,09:00,"Siburan Penal Colony Sablayan Mindoro",Philippines,,,"50 masl approx",call,,,500867,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Pygmy Woodpecker","Yungipicus maculatus","ss  maculatus","Brendan Sloan",2019-05-26,07:00,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,,,505095,//creativecommons.org/licenses/by-nc-nd/4.0/
"Great Slaty Woodpecker","Mulleripicus pulverulentus",,"Zhou Zhe 周哲",2019-10-03,08:30,"St. Paul's Subterranean national park, Palawan",Philippines,10.198,118.912,50,call,,,502973,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Hanging Parrot","Loriculus philippensis","ss mindorensis","Brendan Sloan",2019-04-30,09:30,"Siburan Penal Colony Sablayan Mindoro",Philippines,,,"50 masl approx",call,"Bird not seen but call assumed as this species",,501945,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Hanging Parrot","Loriculus philippensis","ss chrysonotus","Brendan Sloan",2019-04-25,10:30,"Cebu Island",Philippines,,,"100 masl approx",call,,,500290,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Hanging Parrot","Loriculus philippensis",,"Pauline Carmel Joy Eje",2019-02-18,14:20,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song","Please confirm. Record came from soundscape recordings deployed at the area for 2 weeks.",,463898,//creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Pitta","Pitta sordida","ss sordida","Brendan Sloan",2019-04-30,16:00,"Pandan Island Sablayan",Philippines,,,"5 masl",call,,,501951,//creativecommons.org/licenses/by-nc-nd/4.0/
"Hooded Pitta","Pitta sordida","ss sordida","Brendan Sloan",2019-04-30,15:30,"Pandan Island Sablayan",Philippines,,,"5 masl",call,,,501949,//creativecommons.org/licenses/by-nc-nd/4.0/
"Hooded Pitta","Pitta sordida","ss sordida","Brendan Sloan",2019-04-30,16:00,"Pandan Island Sablayan",Philippines,,,"5 masl",call,,,501954,//creativecommons.org/licenses/by-nc-nd/4.0/
"Azure-breasted Pitta","Pitta steerii",coelestis,"Zhou Zhe 周哲",2019-11-22,10:00,"Bilar, Bohol, Central Visayas",Philippines,9.7157,124.113,280,call,,,534232,//creativecommons.org/licenses/by-nc-sa/4.0/
"Azure-breasted Pitta","Pitta steerii",,"Garry Bakker",2019-03-20,12:24,"Rosario, Agusan del Sur, Caraga",Philippines,8.3,126.139,280,song,"Singing from low branches on a steep slope in dense rain forest understory.",,573554,//creativecommons.org/licenses/by-nc-sa/4.0/
"Golden-bellied Gerygone","Gerygone sulphurea",,edenjhan,2019-11-23,05:30,"City of Mati (near  Mati), Davao Oriental, Davao Region",Philippines,6.92,126.2578,10,call,,,508036,//creativecommons.org/licenses/by-nc-sa/4.0/
"Golden-bellied Gerygone","Gerygone sulphurea","ss simplex","Brendan Sloan",2019-05-02,07:00,"Pandan Island Sablayan",Philippines,,,"5 masl",song,,,501965,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-vented Whistler","Pachycephala homeyeri","ss  major","Brendan Sloan",2019-05-24,09:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,504991,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-vented Whistler","Pachycephala homeyeri","ss  major","Brendan Sloan",2019-05-24,09:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,,,504990,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-vented Whistler","Pachycephala homeyeri","ss major","Brendan Sloan",2019-04-24,09:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,"Apparently juvenile bird...bird seen by guide",,500084,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-vented Whistler","Pachycephala homeyeri","ss major","Brendan Sloan",2019-04-24,10:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,,,500087,//creativecommons.org/licenses/by-nc-nd/4.0/
"Black-naped Oriole","Oriolus chinensis","ss chinensis","Brendan Sloan",2019-04-30,09:30,-,Philippines,-,-,"50 masl approx",call,,,501944,//creativecommons.org/licenses/by-nc-nd/4.0/
"Black-naped Oriole","Oriolus chinensis","ss chinensis","Brendan Sloan",2019-04-30,09:30,-,Philippines,-,-,"50 masl approx",call,,,501937,//creativecommons.org/licenses/by-nc-nd/4.0/
Balicassiao,"Dicrurus balicassius",,"Pauline Carmel Joy Eje",2019-02-18,14:30,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song","Please confirm. Record came from soundscape recordings deployed at the area for 2 weeks.",,463900,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Pied Fantail","Rhipidura nigritorquis",,"Brendan Sloan",2019-05-02,06:30,"Pandan Island Sablayan",Philippines,,,"5 masl",song,,"Pycnonotus goiavier,Gerygone sulphurea",501966,//creativecommons.org/licenses/by-nc-nd/4.0/
"Palawan Crow","Corvus pusillus",,"Brendan Sloan",2019-04-30,07:30,"Sablayan Penal Colony, Mindoro",Philippines,,,"50 masl approx",call,,,500866,//creativecommons.org/licenses/by-nc-nd/4.0/
"Large-billed Crow","Corvus macrorhynchos","ss philippinus","Brendan Sloan",2019-04-11,16:00,Dinigat,Philippines,,,"5 masl",call,,,497070,//creativecommons.org/licenses/by-nc-nd/4.0/
"Elegant Tit","Pardaliparus elegans","ss visayanus","Brendan Sloan",2019-04-25,06:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,500286,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Bulbul","Hypsipetes philippinus",philippinus,"Ding Li Yong",2019-06-16,13:00,"Infanta Road, Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,"Actenoides lindsayi",659849,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Bulbul","Hypsipetes philippinus",,"Garry Bakker",2019-03-16,12:33,"Davao City, Davao del Sur, Davao Region",Philippines,7.026,125.381,1100,song,,,573558,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Bulbul","Hypsipetes philippinus",,"Pauline Carmel Joy Eje",2019-02-18,13:20,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song","Needs confirmation",,463897,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Bulbul","Hypsipetes philippinus","ss saturatior","Brendan Sloan",2019-04-24,07:00,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,499982,//creativecommons.org/licenses/by-nc-nd/4.0/
"Visayan Bulbul","Hypsipetes guimarasensis",,"Brendan Sloan",2019-04-27,08:00,"Twin Lakes Negros",Philippines,,,"900 masl approx",song,,,500865,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellowish Bulbul","Hypsipetes everetti",,"Brendan Sloan",2019-04-10,07:30,"Dinagat Island",Philippines,10.123,125.5572,"150 masl approx",song,,,496470,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellowish Bulbul","Hypsipetes everetti",,"Brendan Sloan",2019-04-10,07:30,"Dinagat Island",Philippines,10.123,125.5572,"50 masl approx","call, song",,,496468,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellowish Bulbul","Hypsipetes everetti",,"Brendan Sloan",2019-04-10,17:00,"Dinagat Island",Philippines,10.123,125.5572,"150 masl approx",song,,,496471,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",philippensis,"Brendan Sloan",2019-04-11,07:30,"Dinigat Island",Philippines,10.123,125.5572,"150 masl approx",call,,,496976,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",philippensis,"Brendan Sloan",2019-04-10,14:30,"Dinigat Island",Philippines,10.123,125.5572,"150 masl approx",call,,,496771,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",philippensis,"Brendan Sloan",2019-04-10,14:30,"Dinigat Island",Philippines,10.123,125.5572,"150 masl approx",song,,,496769,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",philippensis,"Brendan Sloan",2019-04-10,14:30,"Dinigat Island",Philippines,10.123,125.5572,"150 masl approx",call,,,496768,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-vented Bulbul","Pycnonotus goiavier",,"Eric Seidlitz",2019-05-29,05:00,"Davao City, Davao del Sur, Davao Region",Philippines,7.0811,125.5992,3,song,"Just before dawn, perched about 2 meters away from me and unbothered!",,477488,//creativecommons.org/licenses/by-nc-sa/4.0/
"Yellow-vented Bulbul","Pycnonotus goiavier","ss goiavier","Brendan Sloan",2019-05-02,06:30,"Pandan Island Sablayan",Philippines,,,"5 masl","call, song",,,501959,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-vented Bulbul","Pycnonotus goiavier","ss goiavier","Brendan Sloan",2019-05-02,06:30,"Pandan Island Sablayan",Philippines,,,"5 masl",song,,,501957,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Leaf Warbler","Phylloscopus olivaceus",,"Garry Bakker",2019-03-21,16:27,"Bunawan (near  Rosario), Agusan del Sur, Caraga",Philippines,8.256,126.151,170,call,"Bird moving slowly through low understory, ~2m above the ground. Photographed.",,573546,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2019-06-16,13:00,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,640002,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Yann Muzika",2019-04-05,17:30,"Real, Quezon, Calabarzon",Philippines,14.5633,121.4968,700,song,"HI Pass/Lo Pass filters",,467484,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2019-06-16,11:00,"Infanta Road, Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,"Orthotomus derbianus",659850,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2019-06-16,10:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,"More resonant calls of a flowerpecker sp in the foreground. Bicol Ground Warbler is calling in the background (call is thinner, but about same pitch)",,483441,//creativecommons.org/licenses/by-nc-nd/4.0/
"Tawny Grassbird","Cincloramphus timoriensis","ss  alopex","Brendan Sloan",2019-05-26,09:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",call,"Tawny Grassbird in vicinity...not seen calling specifically",,505198,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-backed Tailorbird","Orthotomus derbianus",derbianus,"Ding Li Yong",2019-06-16,07:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,483285,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellowish White-eye","Zosterops nigrorum",innominatus,"Ding Li Yong",2019-06-16,07:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,483431,//creativecommons.org/licenses/by-nc-nd/4.0/
"Everett's White-eye","Zosterops everetti","ss everetti","Brendan Sloan",2019-04-24,10:30,"Nug As",Philippines,,,"200 masl approx","alarm call, call",,,500089,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Fairy-bluebird","Irena cyanogastra",cyanogastra,"Ding Li Yong",2019-06-16,07:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,call,,,654831,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Fairy-bluebird","Irena cyanogastra",cyanogastra,"Ding Li Yong",2019-06-16,07:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,483433,//creativecommons.org/licenses/by-nc-nd/4.0/
"Sulphur-billed Nuthatch","Sitta oenochlamys",isarog,"Ding Li Yong",2019-06-16,07:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,483442,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Magpie-Robin","Copsychus mindanensis",,"Alexander Weidner",2019-07-08,09:00,"Luzon (near  Mataas Na Kahoy), Batangas, Calabarzon",Philippines,14.0122,121.0955,10,song,"I recorded this with a Tascam DR-40 during my stay in Kapusod (in front of Taal lake).

The recording has been denoised and trimmed a little. 
Luxurious vegetation around the place.

Please feel free to let me know if you have questions or if you used this sound for a project as I'll be curious about it !

Thanks to Ipat Luna for the identification of this bird based on my recording.",,485313,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-browed Shama","Copsychus luzoniensis",luzoniensis,"Ding Li Yong",2019-06-16,09:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,483286,//creativecommons.org/licenses/by-nc-nd/4.0/
"Mangrove Blue Flycatcher","Cyornis rufigastra","ss philippinensis","Brendan Sloan",2019-04-24,08:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,499986,//creativecommons.org/licenses/by-nc-nd/4.0/
"Mangrove Blue Flycatcher","Cyornis rufigastra","ss philippinensis","Brendan Sloan",2019-04-24,08:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,499984,//creativecommons.org/licenses/by-nc-nd/4.0/
"Mangrove Blue Flycatcher","Cyornis rufigastra","ss philippinensis","Brendan Sloan",2019-04-24,08:30,"Nug As Alcoy Cebu",Philippines,,,"200 masl approx",song,,,499983,//creativecommons.org/licenses/by-nc-nd/4.0/
"White-browed Shortwing","Brachypteryx montana",poliogyna,"Yann Muzika",2019-04-04,17:00,"Real, Quezon, Calabarzon",Philippines,14.5633,121.4968,700,song,"Hi-Pass Lo-Pass filters",,467513,//creativecommons.org/licenses/by-nc-sa/4.0/
"Siberian Rubythroat","Calliope calliope",,"Bayani Barcenas",2019-12-22,07:00,"Mabalacat City (near  Mabalacat), Pampanga, Central Luzon",Philippines,15.1987,120.5347,160,song,"The bird (adult male based on the red throat) was seen first without giving any sound, in a relaxed perching position. It hopped to another branch, cocking its tail upright. This recorded call/song came immediately after a playback. The call/song was captured using an iPhone. The call/song came about at ground level, and bird position was at eye level. Bird was seen perched in dense understory. The area is combination of tall grass and scrubs with occasional trees. While the bird was making this call/song, another similar call/song was heard not far away.","Megalurus palustris",513365,//creativecommons.org/licenses/by-nc-sa/4.0/
"Olive-backed Flowerpecker","Prionochilus olivaceus",parsonsi,"Ding Li Yong",2019-06-16,10:30,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,song,,,484983,//creativecommons.org/licenses/by-nc-nd/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-10,06:56,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,call,"not edited",,462110,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462107,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462106,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462105,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462104,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462103,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462102,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-11,06:20,"Palawan between Puerto Princesa and Sabang (mangroves)",Philippines,10.106,118.8474,10,call,"not edited, several species",,462101,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-13,10:32,"Dauin, Negros Oriental, Central Visayas",Philippines,9.0801,123.2694,80,call,"not edited",,462096,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrey Vlasenko",2019-02-13,10:32,"Dauin, Negros Oriental, Central Visayas",Philippines,9.0801,123.2694,80,call,"not edited",,462094,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Esteban Martinez Fredes",2019-11-19,06:00,"Apo island",Philippines,,,100,,"Bird for identify",,831338,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Evangeline Joy Sanchez",2019-06-19,6:00:04,"General Santos City (Dadiangas) (near  General Santos City), South Cotabato, Region XII",Philippines,6.0652,125.1256,60,"flight call","Observed High in the sky doing the behavior of hovering while singing.",,595631,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Evangeline Joy Sanchez",2019-03-25,5:48:58,"General Santos City (Dadiangas) (near  General Santos City), South Cotabato, Region XII",Philippines,6.0652,125.1256,60,"dawn song, song","This was recorded using Motorola E5 Plus during dawn. I occasionally see the bird and appeared to have no striping on its buff belly with light buff eyebrows and greyish brown scapular and wing areas and dark brown collar behind its nape.",,595629,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Pauline Carmel Joy Eje",2019-11-06,10:00,"Luzon; Laguna Province; Mt. Makiling Forest Reserve",Philippines,14.15,121.232,308,"call, song","Recorded using Song Meter 4 Bioacoustic recorder.",,508151,//creativecommons.org/licenses/by-nc-sa/4.0/
