"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Plain Bush-hen","Amaurornis olivacea",,"Paul Lenrumé",2023-05-12,07:30,"Anda (near  Guindulman), Bohol, Central Visayas",Philippines,9.7406,124.5232,140,"call, song",,,805929,//creativecommons.org/licenses/by-nc-sa/4.0/
"Plain Bush-hen","Amaurornis olivacea",,"Paul Lenrumé",2023-05-12,07:30,"Anda (near  Guindulman), Bohol, Central Visayas",Philippines,9.7406,124.5232,140,song,,,805926,//creativecommons.org/licenses/by-nc-sa/4.0/
"Barred Buttonquail","Turnix suscitator",,"Paul Lenrumé",2023-05-12,06:00,"Anda (near  Guindulman), Bohol, Central Visayas",Philippines,9.7406,124.5232,140,song,,,805923,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Serpent Eagle","Spilornis holospilus",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,song,,,814118,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Serpent Eagle","Spilornis holospilus",,"Ding Li Yong",2023-07-01,11:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, song",,,813704,//creativecommons.org/licenses/by-nc-nd/4.0/
"Luzon Scops Owl","Otus longicornis",,"Merlijn van Weerd",2023-03-26,22:00,"Banaue, Ifugao, Cordillera Administrative Region",Philippines,16.9481,121.0564,1500,song,"Owl not seen. Calling from dense mixed pine and montane broadleaved forest at 1500 m altitude. 

File shortened and amplified using Audacity. ",,792230,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mantanani Scops Owl","Otus mantananensis",cuyensis,"Daniel Watson",2023-06-08,22:00,"Linapacan, Palawan, MIMAROPA",Philippines,11.422,119.7443,20,call,"Poor quality due to recording being made using whatsapp voice-note function. 
Bird responding to whistled impression of call, later flew in to investigate and observed using flashlight.",,809454,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Eagle-Owl","Bubo philippensis",philippensis,"Merlijn van Weerd",2023-03-27,18:16,"Banaue, Ifugao, Cordillera Administrative Region",Philippines,16.9481,121.0564,1500,call,"At least two Philippine Eagle-owls calling each other. One owl clearly seen and photographed in flashlight. Observed owl flew in and sat on a sidebranch of a Benguet pine tree, c. 4 m. above the ground. Restless (perhaps also because of observers) but remained on the branch for at least 2 minutes (then we left the owl alone). 
Recording: iphone 11 recording with built-in microphone and Rode Rec app. File shortened and amplified using Audacity. ",,792226,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Trogon","Harpactes ardens",,"Paul Lenrumé",2023-05-12,07:30,"Anda (near  Guindulman), Bohol, Central Visayas",Philippines,9.7406,124.5232,140,song,,,805931,//creativecommons.org/licenses/by-nc-sa/4.0/
"Winchell's Kingfisher","Todiramphus winchelli",nigrorum,"Paul Lenrumé",2023-05-08,07:30,"Anda, Bohol, Central Visayas",Philippines,9.7607,124.5578,180,song,,,805940,//creativecommons.org/licenses/by-nc-sa/4.0/
"Collared Kingfisher","Todiramphus chloris",,"Jocce Ekstrom",2023-04-01,06:16,"Panan private resort",Philippines,15.2151,120.0205,10,call,"Morning walk through the village. A collared kingfisher is usually hanging out around a large pond with plenty of fish. Calling sitting on a power line. Cear morning with no wind and 25C. Noise reduction in Audacity 12dB and highpass filter 6dB/650Hz.","Pycnonotus goiavier,Passer montanus,Zosterops meyeni",859462,//creativecommons.org/licenses/by-nc-sa/4.0/
"Blue-tailed Bee-eater","Merops philippinus",,"Jocce Ekstrom",2023-03-31,07:00,"Panan private resort",Philippines,15.2151,120.0205,10,"call, flight call","We have a rather large colony close to our place where a gravel/sand bank extends from the road to the rice field. Around 50 birds in total probably. They are very active and chatty when sitting on telephone lines or feeding over the fields.",,804450,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Pygmy Woodpecker","Yungipicus maculatus",,"Jocce Ekstrom",2023-03-31,06:05,"Panan private resort",Philippines,,,10,song,"During a morning walk around the area. Recorded at the edge of a small village by some rice fields, close to the South china sea. A calm morning with clear skies and nice 20C temp. 

Uodated: Originally a mystery bird: Sounds like a Locustella of some kind singing at 4.5 secs and 27 sec.
",,858100,//creativecommons.org/licenses/by-nc-sa/4.0/
Guaiabero,"Bolbopsittacus lunulatus",,"Jocce Ekstrom",2023-03-31,06:17,"Panan private resort",Philippines,15.2151,120.0205,10,uncertain,"Early morning in a small village beween rice fields and the ocean. 8dB Noise reduction and 650kHz highpassfilter.
Three high pitched calls, each with three syllables ""ti-ti-tii"". 

Edit: Originally mystery byrd: ""I've spent a couple of hours here on XC trying to find soething imliar and make sense of it because it seems very distinctive. No luck though.""",,858341,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Pitta","Erythropitta erythrogaster",erythrogaster,"Paul Lenrumé",2023-04-18,08:00,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,song,,,798011,//creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Pitta","Pitta sordida",palawanensis,"Paul Lenrumé",2023-04-18,06:30,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,song,,,798010,//creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Pitta","Pitta sordida",palawanensis,"Paul Lenrumé",2023-04-18,06:30,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,song,,,798009,//creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Pitta","Pitta sordida",sordida,"Ding Li Yong",2023-07-02,11:30,"La Mesa Eco Park, Quezon City, Metro Manila",Philippines,14.7123,121.0744,70,song,,"Hypsipetes philippinus,Corvus macrorhynchos,Zosterops meyeni",814101,//creativecommons.org/licenses/by-nc-nd/4.0/
"Hooded Pitta","Pitta sordida",sordida,"Ding Li Yong",2023-07-02,11:30,"Quezon City, Metro Manila",Philippines,14.7123,121.0744,70,song,,,813777,//creativecommons.org/licenses/by-nc-nd/4.0/
"Hooded Pitta","Pitta sordida",sordida,"Ding Li Yong",2023-07-02,11:30,"Quezon City, Metro Manila",Philippines,14.7123,121.0744,70,song,,"Hypsipetes philippinus,Loriculus philippensis,Yungipicus maculatus",813776,//creativecommons.org/licenses/by-nc-nd/4.0/
"Golden-bellied Gerygone","Gerygone sulphurea",,"Jacob Wijpkema",2023-06-26,06:00,"Rear View Lake (near  Santa Rosa), Laguna, Calabarzon",Philippines,14.2346,121.0596,100,"song, subsong",,"Megalurus palustris",812273,//creativecommons.org/licenses/by-nc-sa/4.0/
"Golden-bellied Gerygone","Gerygone sulphurea",,"Jacob Wijpkema",2023-06-27,06:30,"Rear View Lake (near  Santa Rosa), Laguna, Calabarzon",Philippines,14.2346,121.0596,100,song,,,812218,//creativecommons.org/licenses/by-nc-sa/4.0/
"Golden-bellied Gerygone","Gerygone sulphurea",,"Jocce Ekstrom",2023-03-30,06:03,"Panan private resort",Philippines,15.2151,120.0205,10,song,"In a small village between rice fields and the ocean. Singing from a dense tree canopy. 8dB noise reduction and 650kHz highpass filter due to heavy background noise.",,858187,//creativecommons.org/licenses/by-nc-sa/4.0/
"Brown Shrike","Lanius cristatus",,"Jocce Ekstrom",2023-03-31,06:03,"Panan private resort",Philippines,,,10,call,"During a morning walk around the area. Recorded in a small village with scattered small kubos, close to the South china sea. A calm morning with clear skies and nice 20C temp. Bird calling behind a garden hedge",,858075,//creativecommons.org/licenses/by-nc-sa/4.0/
"Long-tailed Shrike","Lanius schach",,"Jacob Wijpkema",2023-06-26,06:30,-,Philippines,-,-,100,song,,"Megalurus palustris",812265,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-naped Oriole","Oriolus chinensis",,"Jocce Ekstrom",2023-04-01,06:17,-,Philippines,-,-,10,call,"Morning walk through the village. Most of the area is pretty dry and sandy between the rice fields and the ocean. But there is a small, lush forest area at the edge of the village. Bird  calling from there. Nice clear morning with no wind, 25C. Noise reduced i Audacity 12dB, Highpass 6dB/650Hz.","Pycnonotus goiavier,Passer montanus,Zosterops meyeni",859463,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-naped Oriole","Oriolus chinensis",,"Jocce Ekstrom",2023-04-01,06:06,-,Philippines,-,-,10,call,"Bird calling from a wooded area with scattered small houses just a couple of hudred metres from the ocean.",,859317,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-naped Oriole","Oriolus chinensis",chinensis,"Ding Li Yong",2023-07-02,11:30,-,Philippines,-,-,70,subsong,,,814106,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blue-headed Fantail","Rhipidura cyaniceps",cyaniceps,"Ding Li Yong",2023-07-01,07:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,"Pardaliparus elegans",814117,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Pied Fantail","Rhipidura nigritorquis",,"Ding Li Yong",2023-06-29,10:30,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,"call, song",,"Todiramphus chloris,Nycticorax nycticorax,Ardea purpurea",814292,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Pied Fantail","Rhipidura nigritorquis",,"Ding Li Yong",2023-06-29,10:30,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,song,,,812933,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Pied Fantail","Rhipidura nigritorquis",,"Jacob Wijpkema",2023-06-26,06:30,"Rear View Lake (near  Santa Rosa), Laguna, Calabarzon",Philippines,14.2346,121.0596,100,"song, subsong",,,812272,//creativecommons.org/licenses/by-nc-sa/4.0/
"Citrine Canary-flycatcher","Culicicapa helianthea",zimmeri,"Ding Li Yong",2023-07-01,08:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,song,,"Pardaliparus elegans,Rhipidura cyaniceps",814124,//creativecommons.org/licenses/by-nc-nd/4.0/
"Citrine Canary-flycatcher","Culicicapa helianthea",zimmeri,"Ding Li Yong",2023-07-01,09:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,song,,,832681,//creativecommons.org/licenses/by-nc-nd/4.0/
"Elegant Tit","Pardaliparus elegans",elegans,"Ding Li Yong",2023-07-01,08:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,"Hypsipetes philippinus,Rhipidura cyaniceps",832679,//creativecommons.org/licenses/by-nc-nd/4.0/
"Elegant Tit","Pardaliparus elegans",elegans,"Ding Li Yong",2023-07-01,08:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,,814214,//creativecommons.org/licenses/by-nc-nd/4.0/
"Elegant Tit","Pardaliparus elegans",elegans,"Ding Li Yong",2023-07-01,08:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, song",,"Culicicapa helianthea",814120,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Bulbul","Hypsipetes philippinus",philippinus,"Ding Li Yong",2023-07-01,11:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,song,,"Psilopogon haemacephalus,Robsonius sorsogonensis",813899,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-wattled Bulbul","Poliolophus urostictus",urostictus,"Ding Li Yong",2023-07-01,12:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,"Hypsipetes philippinus",814040,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellow-vented Bulbul","Pycnonotus goiavier",,"Jocce Ekstrom",2023-03-30,05:39,"Panan private resort",Philippines,,,10,song,"During a morning walk around the area. Recorded in a small village with scattered small kubos, close to the South china sea. A calm morning with clear skies and nice 20C temp. Bird was singing from a dense tree canopy in a garden.",,858037,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Leaf Warbler","Phylloscopus olivaceus",,"Paul Lenrumé",2023-05-05,08:00,"Raja Sikatuna National Park (near  Bilar), Bohol, Central Visayas",Philippines,9.7056,124.1233,400,song,,,805941,//creativecommons.org/licenses/by-nc-sa/4.0/
"Arctic Warbler","Phylloscopus borealis",,"Jocce Ekstrom",2023-03-31,06:32,"Panan private resort",Philippines,15.2151,120.0205,10,call,"Clear, calm morning with 25C. In a small village between the rice fields and the ocean.",,858360,//creativecommons.org/licenses/by-nc-sa/4.0/
"Arctic Warbler","Phylloscopus borealis",,"Paul Lenrumé",2023-04-18,06:30,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,song,,,798017,//creativecommons.org/licenses/by-nc-sa/4.0/
"Clamorous Reed Warbler","Acrocephalus stentoreus",harterti,"Ding Li Yong",2023-06-29,10:30,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,subsong,,"Gerygone sulphurea",814291,//creativecommons.org/licenses/by-nc-nd/4.0/
"Clamorous Reed Warbler","Acrocephalus stentoreus",harterti,"Ding Li Yong",2023-06-29,10:30,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,subsong,,"Passer montanus",814290,//creativecommons.org/licenses/by-nc-nd/4.0/
"Clamorous Reed Warbler","Acrocephalus stentoreus",harterti,"Ding Li Yong",2023-06-29,11:00,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,subsong,,,812829,//creativecommons.org/licenses/by-nc-nd/4.0/
"Clamorous Reed Warbler","Acrocephalus stentoreus",harterti,"Paul Lenrumé",2023-04-29,07:30,"Santa Catalina, Negros Oriental, Central Visayas",Philippines,9.3474,122.854,10,song,,,805943,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813896,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813727,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813726,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813725,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813702,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813700,//creativecommons.org/licenses/by-nc-nd/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Joren van Schie",2023-07-27,06:52,"Real, Quezon, Calabarzon",Philippines,14.5922,121.5145,600,song,,"Hypsipetes philippinus",825196,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Joren van Schie",2023-07-26,15:19,"Santa Maria (near  Real), Quezon, Calabarzon",Philippines,14.5485,121.4832,700,song,"Same individual as XC824710.",,824711,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Joren van Schie",2023-07-26,15:18,"Santa Maria (near  Real), Quezon, Calabarzon",Philippines,14.5485,121.4832,700,song,"Same individual as XC824711.",,824710,//creativecommons.org/licenses/by-nc-sa/4.0/
"Bicol Ground Warbler","Robsonius sorsogonensis",,"Ding Li Yong",2023-07-01,10:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813898,//creativecommons.org/licenses/by-nc-nd/4.0/
"Tawny Grassbird","Cincloramphus timoriensis",tweeddalei,"Ding Li Yong",2023-07-01,13:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,,814105,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striated Grassbird","Megalurus palustris",,"Jocce Ekstrom",2023-03-31,06:00,"Panan private resort",Philippines,15.2151,120.0205,10,song,"An early morning walk around the place. Highpass filter 600/12 because of the generator noise. Bird was sitting on a telephone wire.","Geopelia striata",797248,//creativecommons.org/licenses/by-nc-sa/4.0/
"Trilling Tailorbird","Orthotomus chloronotus",,"Ding Li Yong",2023-06-29,10:30,"Balanga City (near  City of Balanga), Bataan, Central Luzon",Philippines,14.6961,120.5627,0,song,,,812828,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-backed Tailorbird","Orthotomus derbianus",derbianus,"Ding Li Yong",2023-07-01,07:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"duet, song",,,814111,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-backed Tailorbird","Orthotomus derbianus",derbianus,"Ding Li Yong",2023-07-01,07:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"duet, song",,,814110,//creativecommons.org/licenses/by-nc-nd/4.0/
"Yellowish White-eye","Zosterops nigrorum",innominatus,"Ding Li Yong",2023-07-01,08:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,,814107,//creativecommons.org/licenses/by-nc-nd/4.0/
"Lowland White-eye","Zosterops meyeni",,"Jocce Ekstrom",2023-03-31,05:46,"Panan private resort",Philippines,,,10,song,"During a morning walk around the area. Recorded in a small village with scattered small kubos, close to the South china sea. A calm morning with clear skies and nice 20C temp. Bird, probably a Zosterops of some sort,  was singing from a dense tree canopy in a garden. Lowland white-eye (Zosterops meyeni) is abundant in the area but I don't think I ever heard them singing.

Edit: confirmed Lowland. ","Gerygone sulphurea,Copsychus mindanensis",858045,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lowland White-eye","Zosterops meyeni",,"Jocce Ekstrom",2023-03-31,06:00,"Panan private resort",Philippines,15.2151,120.0205,10,call,"Group of birds hanging around in trees in our garden.  High up and lots of distracting sounds in the neighbourhood.",,804441,//creativecommons.org/licenses/by-nc-sa/4.0/
"Falcated Wren-Babbler","Ptilocichla falcata",,"Paul Lenrumé",2023-04-18,08:30,"Puerto Princesa Subterranean River NP, Palawan",Philippines,10.1938,118.9186,50,song,,,798012,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Fairy-bluebird","Irena cyanogastra",cyanogastra,"Ding Li Yong",2023-07-01,11:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,"call, subsong",,,813708,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Fairy-bluebird","Irena cyanogastra",cyanogastra,"Joren van Schie",2023-07-26,10:51,"Real, Quezon, Calabarzon",Philippines,14.5661,121.4977,700,call,,"Hypsipetes philippinus",824708,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Fairy-bluebird","Irena cyanogastra",cyanogastra,"Ding Li Yong",2023-07-01,07:30,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,subsong,,,823661,//creativecommons.org/licenses/by-nc-nd/4.0/
"Stripe-headed Rhabdornis","Rhabdornis mystacalis",mystacalis,"Ding Li Yong",2023-07-01,11:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,"Robsonius sorsogonensis",814123,//creativecommons.org/licenses/by-nc-nd/4.0/
"Philippine Magpie-Robin","Copsychus mindanensis",,"Jocce Ekstrom",2023-03-31,06:53,"Panan private resort",Philippines,15.2151,120.0205,10,"imitation, song","Philippine Magpie-Robin (Copsychus mindanensis) singing and adding some mimicry (warning sounds) at the end. ",,858915,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-keeled Flowerpecker","Dicaeum australe",,"Paul Lenrumé",2023-05-08,07:00,"Bilar, Bohol, Central Visayas",Philippines,9.7252,124.082,280,song,,,805937,//creativecommons.org/licenses/by-nc-sa/4.0/
"Buzzing Flowerpecker","Dicaeum hypoleucum",obscurum,"Ding Li Yong",2023-07-01,08:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,,813895,//creativecommons.org/licenses/by-nc-nd/4.0/
"Buzzing Flowerpecker","Dicaeum hypoleucum",obscurum,"Ding Li Yong",2023-07-01,08:00,"Real, Quezon, Calabarzon",Philippines,14.6048,121.5245,650,call,,,814109,//creativecommons.org/licenses/by-nc-nd/4.0/
"Lovely Sunbird","Aethopyga shelleyi",,"Paul Lenrumé",2023-04-24,07:30,"Road to Barton, forest",Philippines,10.3829,119.1724,140,call,,,798019,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chestnut Munia","Lonchura atricapilla",,"Jocce Ekstrom",2023-03-31,06:07,"Panan private resort",Philippines,15.2151,120.0205,10,call,"In a small village between rice fields and the ocean. A group of birds feeding in bushes. 8dB noise reduction and 650kHz highpass filter due to heavy background noise.",,858230,//creativecommons.org/licenses/by-nc-sa/4.0/
"Paddyfield Pipit","Anthus rufulus",,"Jocce Ekstrom",2023-04-01,07:05,"Panan private resort",Philippines,15.2151,120.0205,10,"call, flight call","We have three pairs nesting in the neighbourhood. This individual was flying past when I recorded bee-eaters so the recording is bad. Six calls but only three can be heard since the bee-eaters are noisy.","Merops philippinus",804458,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Mark Jason Villa",2023-08-12,06:00,"Infanta, Real, Quezon",Philippines,,,700,song,NA,,822829,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Paul Lenrumé",2023-04-23,02:30,"Road to Barton, forest",Philippines,10.3829,119.1724,140,uncertain,"What could be the vocalization at 2s and 7s before the Frogmouth? Birds??

Thank you for your help.",,795999,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Paul Lenrumé",2023-04-23,03:00,"Road to Barton, forest",Philippines,10.3829,119.1724,140,uncertain,"Full night recorded. Batrachostomus chaseni very active during the night. At least two differents vocalizations recorded: one like this one www.xeno-canto.org/312601 and the usual www.xeno-canto.org/320233. 
What about this one at 14s just after the Frogmouth?

Thank you for your help.",,795998,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Paul Lenrumé",2023-04-23,01:00,"Road to Barton, forest",Philippines,10.3829,119.1724,140,uncertain,"Full night recorded. Batrachostomus chaseni very active during the night. At least two differents vocalizations recorded: one like this one www.xeno-canto.org/312601 and the usual www.xeno-canto.org/320233. 
What about this one? Could it be this species? An other species?

Thank you for your help.",,795997,//creativecommons.org/licenses/by-nc-sa/4.0/
