"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Black-faced Coucal","Centropus melanops",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,song,,,92677,//creativecommons.org/licenses/by-nc-sa/3.0/
"Black-faced Coucal","Centropus melanops",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,song,,,92679,//creativecommons.org/licenses/by-nc-sa/3.0/
"Black-faced Coucal","Centropus melanops",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,call,,,92678,//creativecommons.org/licenses/by-nc-sa/3.0/
"Black-faced Coucal","Centropus melanops",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,song,,,92676,//creativecommons.org/licenses/by-nc-sa/3.0/
"Philippine Coucal","Centropus viridis",,"Tomas Telensky",2011-01-04,17:55,"Babatngon, Leyte, Eastern Visayas",Philippines,11.3916,124.9021,10,call,"0:26 - 0:36 ? some coucal? Or dove? Beautiful concert!!! I think it is for sure Centropus viridis and perhaps some dove (? White-eared brown dove? Or another?)

Nice wilderness sounds

recorded using Fostex + Telinga PRO 7 parabol stereo mic",,393650,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Coucal","Centropus viridis",viridis,"Stijn De Win",2011-09-15,07:00,"Lake Danao, Leyte, Eastern Visayas",Philippines,11.075,124.691,700,call,"<a href=""http://www.birding2asia.com/W2W/freeBirdSounds.html"">More recordings from Philippines posted on Birding2asia.com</a>",,182011,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Coucal","Centropus viridis",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,call,,,92698,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rusty-breasted Cuckoo","Cacomantis sepulcralis",,"Tomas Telensky",2011-01-04,17:43,"Babatngon, Leyte, Eastern Visayas",Philippines,11.3916,124.9021,10,call,"main sound: the whistling 0 - 0:06 and after 0:31 (Rusty-breasted Cuckoo)

0:20 - 0:30 ""different vocalisation of Collared Kingfisher (Todiramphus chloris) which is sometimes given when two birds are interacting"" (citing Marc Anderson from discussion)

Nice wilderness sounds

recorded using Fostex + Telinga PRO 7 parabol stereo mic","Todiramphus chloris",393661,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Drongo-Cuckoo","Surniculus velutinus",,"Stijn De Win",2011-09-15,07:00,"Lake Danao, Leyte, Eastern Visayas",Philippines,11.075,124.691,700,song,,,182012,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Hawk-Cuckoo","Hierococcyx pectoralis",,"Tomas Telensky",2011-01-04,17:47,"Babatngon, Leyte, Eastern Visayas",Philippines,11.3916,124.9021,10,call,"1st mystery - the species at the beginning - ? halcyon chloris?
2nd mystery - the species around 3:54

recorded using Fostex + Telinga PRO 7 parabol stereo mic","Butorides striata,Todiramphus chloris,Cacomantis sepulcralis",393649,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Hawk-Cuckoo","Hierococcyx pectoralis",,"Tomas Telensky",2011-01-04,17:44,"Babatngon, Leyte, Eastern Visayas",Philippines,11.3916,124.9021,10,call,"1) 0:00 - 0:09 Philippine Hawk-Cuckoo 
2) more distant whistling since 0:08 for the rest of the recording - 	
Rusty-breasted Cuckoo
	
Thanks to Marc Anderson for solving the mystery.

recorded using Fostex + Telinga PRO 7 parabol stereo mic","Cacomantis sepulcralis",393645,//creativecommons.org/licenses/by-nc-sa/4.0/
"Mindanao Bleeding-heart","Gallicolumba crinigera",,"David Edwards",2011-11-00,12:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92691,//creativecommons.org/licenses/by-nc-sa/3.0/
"Mindanao Bleeding-heart","Gallicolumba crinigera",,"David Edwards",2011-11-00,12:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92690,//creativecommons.org/licenses/by-nc-sa/3.0/
"Pink-bellied Imperial Pigeon","Ducula poliocephala",,"David Edwards",2011-11-00,16:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92701,//creativecommons.org/licenses/by-nc-sa/3.0/
"Crested Goshawk","Accipiter trivirgatus",,"Stijn De Win / Birding2asia.com",2011-09-04,10h30,"Baluno Station, Zamboanga Watershed, Mindanao",Philippines,7.0175,122.0289,810,song,"Recording for the Zamboanga/Pasonanca info page on Birding2asia.com ",,89740,//creativecommons.org/licenses/by-nc-nd/2.5/
"Mindanao Hornbill","Penelopides affinis",,"David Edwards",2011-11-00,15:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92692,//creativecommons.org/licenses/by-nc-sa/3.0/
"Mindanao Hornbill","Penelopides affinis",,"David Edwards",2011-11-00,15:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92694,//creativecommons.org/licenses/by-nc-sa/3.0/
"Mindanao Hornbill","Penelopides affinis",,"David Edwards",2011-11-00,15:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92693,//creativecommons.org/licenses/by-nc-sa/3.0/
"Hombron's Kingfisher","Actenoides hombroni",,"David Edwards",2011-11-00,07:00,PICOP,Philippines,8.2589,126.1537,150,call,,,92683,//creativecommons.org/licenses/by-nc-sa/3.0/
"Hombron's Kingfisher","Actenoides hombroni",,"David Edwards",2011-11-00,07:00,PICOP,Philippines,8.2589,126.1537,150,call,,,92684,//creativecommons.org/licenses/by-nc-sa/3.0/
"Hombron's Kingfisher","Actenoides hombroni",,"David Edwards",2011-11-00,07:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92686,//creativecommons.org/licenses/by-nc-sa/3.0/
"Hombron's Kingfisher","Actenoides hombroni",,"David Edwards",2011-11-00,07:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92685,//creativecommons.org/licenses/by-nc-sa/3.0/
"Winchell's Kingfisher","Todiramphus winchelli",,"David Edwards",2011-11-00,06:30,PICOP,Philippines,8.2589,126.1537,150,call,,,92711,//creativecommons.org/licenses/by-nc-sa/3.0/
"Winchell's Kingfisher","Todiramphus winchelli",,"David Edwards",2011-11-00,06:30,PICOP,Philippines,8.2589,126.1537,150,song,,,92710,//creativecommons.org/licenses/by-nc-sa/3.0/
"Winchell's Kingfisher","Todiramphus winchelli",,"David Edwards",2011-11-00,06:30,PICOP,Philippines,8.2589,126.1537,150,call,,,92709,//creativecommons.org/licenses/by-nc-sa/3.0/
"Winchell's Kingfisher","Todiramphus winchelli",,"David Edwards",2011-11-00,06:30,PICOP,Philippines,8.2589,126.1537,150,call,,,92708,//creativecommons.org/licenses/by-nc-sa/3.0/
"Blue-crowned Racket-tail","Prioniturus discurus",,"David Edwards",2011-11-00,08:00,PICOP,Philippines,8.2589,126.1537,150,call,,,92687,//creativecommons.org/licenses/by-nc-sa/3.0/
"Camiguin Hanging Parrot","Loriculus camiguinensis",,"Brendan Sloan",2011-02-18,09:30,-,Philippines,-,-,"800 masl approx",call,,,331168,//creativecommons.org/licenses/by-nc-sa/4.0/
"Azure-breasted Pitta","Pitta steerii",,"David Edwards",2011-11-00,08:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,150,song,,,92174,//creativecommons.org/licenses/by-nc-nd/2.5/
"Azure-breasted Pitta","Pitta steerii",,"David Edwards",2011-11-00,08:00,"PICOP, Bislig, Mindanao",Philippines,8.2589,126.1537,150,song,,,92173,//creativecommons.org/licenses/by-nc-nd/2.5/
"Black-bibbed Cicadabird","Edolisoma mindanense",mindanense,"Robert Hutchinson",2011-04-02,14:00,"PICOP, Bislig, Surigao del Sur",Philippines,8.3034,126.1555,155,call,,,616323,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Oriole","Oriolus steerii",samarensis,"David Edwards",2011-11-00,12:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92700,//creativecommons.org/licenses/by-nc-sa/3.0/
Balicassiao,"Dicrurus balicassius",samarensis,"Stijn De Win",2011-09-15,07:00,"Lake Danao, Leyte, Eastern Visayas",Philippines,11.075,124.691,700,song,,,182014,//creativecommons.org/licenses/by-nc-sa/4.0/
Balicassiao,"Dicrurus balicassius",,"David Edwards",2011-11-00,14:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92705,//creativecommons.org/licenses/by-nc-sa/3.0/
"Short-crested Monarch","Hypothymis helenae",agusanae,"David Edwards",2011-11-00,08:00,PICOP,Philippines,8.2589,126.1537,150,song,,,92704,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous Paradise Flycatcher","Terpsiphone cinnamomea",,"David Edwards",2011-11-00,06:30,PICOP,Philippines,8.2589,126.1537,150,song,,,92702,//creativecommons.org/licenses/by-nc-sa/3.0/
"Zamboanga Bulbul","Hypsipetes rufigularis",,"Stijn De Win / Birding2asia.com",2011-09-04,06h30,"Baluno Station, Zamboanga Watershed, Mindanao",Philippines,7.0175,122.0289,760,song,"Recording for the Zamboanga/Pasonanca info page on Birding2asia.com ",,89738,//creativecommons.org/licenses/by-nc-nd/2.5/
"Yellow-wattled Bulbul","Poliolophus urostictus",,"Stijn De Win / Birding2asia.com",2011-09-04,09h30,"Baluno Station, Zamboanga Watershed, Mindanao",Philippines,7.0175,122.0289,800,song,"Recording for the Zamboanga/Pasonanca info page on Birding2asia.com ",,89739,//creativecommons.org/licenses/by-nc-nd/2.5/
"Striated Grassbird","Megalurus palustris",,"Alena Rulfová",2011-01-16,07:31,"Mount Kitanglad, Mindanao",Philippines,8.1237,124.9273,1000,song,,,107348,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-eared Tailorbird","Orthotomus cinereiceps",,"Stijn De Win / Birding2asia.com",2011-09-04,09h00,"Baluno Station, Zamboanga Watershed, Mindanao",Philippines,7.0175,122.0289,790,song,"Recording for the Zamboanga/Pasonanca info page on Birding2asia.com ",,89737,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-eared Tailorbird","Orthotomus cinereiceps",,"Stijn De Win / Birding2asia.com",2011-09-03,10h00,"Mindanao; Zamboanga, Pasonanca Watershed Reserve, Sitio Canucutan, intake",Philippines,6.9,122.1,80,call,"Recording for the Zamboanga/Pasonanca info page on Birding2asia.com ",,89734,//creativecommons.org/licenses/by-nc-nd/2.5/
"Black-headed Tailorbird","Orthotomus nigriceps",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,call,,,92681,//creativecommons.org/licenses/by-nc-sa/3.0/
"Black-headed Tailorbird","Orthotomus nigriceps",,"David Edwards",2011-11-00,??:??,PICOP,Philippines,8.2589,126.1537,150,song,,,92682,//creativecommons.org/licenses/by-nc-sa/3.0/
