"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Rufous-fronted Tailorbird","Orthotomus frontalis",,"Chi-Hsuan Shao",2026-02-21,06:34,"PICOP, Bislig, Agusan del Sur, Mindanao",Philippines,8.26,126.22,150,,,,1083618,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-eared Tailorbird","Orthotomus cinereiceps",,"Chi-Hsuan Shao",2026-02-13,08:59,"Cagayan De Oro City, Misamis Oriental, Northern Mindanao",Philippines,8.3064,124.4964,360,call,,,1083622,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Tailorbird","Orthotomus nigriceps",,"Chi-Hsuan Shao",2026-02-21,10:58,"PICOP, Bislig, Agusan del Sur, Mindanao",Philippines,8.26,126.22,150,,,,1083620,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Tailorbird","Orthotomus nigriceps",,"Andrew Collins",2026-02-22,10:00,"Compostela (near  Barangay San Miguel), Compostela Valley, Davao Region",Philippines,7.6374,126.1227,90,"call, song","Calling in high trees from slightly overgrown farmland with scattered trees. Bird not visible to me but was not far away.",,1082454,//creativecommons.org/licenses/by-nc-sa/4.0/
"Sulphur-billed Nuthatch","Sitta oenochlamys",,"Chi-Hsuan Shao",2026-02-16,09:50,"Cinchona Forest Reserve",Philippines,8.0571,125.0061,1200,call,,,1083566,//creativecommons.org/licenses/by-nc-sa/4.0/
"Short-tailed Starling","Aplonis minor",,"Chi-Hsuan Shao",2026-02-17,14:23,"Mt. Tagubud",Philippines,7.445,126.2267,2600,call,,,1083576,//creativecommons.org/licenses/by-nc-sa/4.0/
"Apo Myna","Goodfellowia miranda",,"Chi-Hsuan Shao",2026-02-15,12:05,"Intavas Trail",Philippines,8.1542,124.9275,2100,,,,1083583,//creativecommons.org/licenses/by-nc-sa/4.0/
Coleto,"Sarcops calvus",,"Chi-Hsuan Shao",2026-02-14,16:41,"Cinchona Forest Reserve",Philippines,8.0571,125.0061,1200,call,,,1083562,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-browed Shama","Copsychus luzoniensis",luzoniensis,"Djop Tabaranza",2026-02-16,09:30,"Marikina–Infanta Highway",Philippines,14.5748,121.5066,700,song,,,1081062,//creativecommons.org/licenses/by-nc-nd/4.0/
"Turquoise Flycatcher","Eumyias panayensis",,"Chi-Hsuan Shao",2026-02-16,10:41,"Cinchona Forest Reserve",Philippines,8.0571,125.0061,1200,song,,,1083567,//creativecommons.org/licenses/by-nc-sa/4.0/
"Philippine Leafbird","Chloropsis flavipennis",,"Chi-Hsuan Shao",2026-02-13,07:43,"Cagayan De Oro City, Misamis Oriental, Northern Mindanao",Philippines,8.3064,124.4964,360,call,,,1083621,//creativecommons.org/licenses/by-nc-sa/4.0/
"Olive-capped Flowerpecker","Dicaeum nigrilore",,"Chi-Hsuan Shao",2026-02-17,15:08,"Mt. Tagubud",Philippines,7.445,126.2267,2600,call,,,1083575,//creativecommons.org/licenses/by-nc-sa/4.0/
"Flame-crowned Flowerpecker","Dicaeum kampalili",,"Chi-Hsuan Shao",2026-02-17,14:47,"Mt. Tagubud",Philippines,7.445,126.2267,2600,call,,,1083574,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey-hooded Sunbird","Aethopyga primigenia",,"Chi-Hsuan Shao",2026-02-14,12:12,"Cinchona Forest Reserve",Philippines,8.0571,125.0061,1200,,,,1083561,//creativecommons.org/licenses/by-nc-sa/4.0/
"Apo Sunbird","Aethopyga boltoni",tibolii,"Chi-Hsuan Shao",2026-02-25,06:45,"Lake Holon",Philippines,6.1052,124.8648,1400,call,,,1083590,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lina's Sunbird","Aethopyga linaraborae",,"Chi-Hsuan Shao",2026-02-18,06:10,"Mt. Tagubud",Philippines,7.445,126.2267,2600,call,,,1083577,//creativecommons.org/licenses/by-nc-sa/4.0/
"Metallic-winged Sunbird","Aethopyga pulcherrima",,"Chi-Hsuan Shao",2026-02-25,09:44,"Lake Holon",Philippines,6.1052,124.8648,1400,call,,,1083588,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cinnamon Ibon","Hypocryptadius cinnamomeus",,"Chi-Hsuan Shao",2026-02-15,08:28,"Intavas Trail",Philippines,8.1542,124.9275,2100,,,,1083582,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-eared Parrotfinch","Erythrura coloria",,"Chi-Hsuan Shao",2026-02-16,11:37,"Cinchona Forest Reserve",Philippines,8.0571,125.0061,1200,call,,,1083565,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,"Andrew Collins",2026-03-16,02:00,"Compostela (near  Barangay San Miguel), Compostela Valley, Davao Region",Philippines,7.6374,126.1227,90,call,"Recorded overnight - farmland/riverine habitat. Some kind of Rail?",,1088415,//creativecommons.org/licenses/by-nc-sa/4.0/
"Identity unknown","Mystery mystery",,ameliaprua,2026-02-16,07:47,"Sorsogon City, Sorsogon, Bicol",Philippines,12.9789,123.9848,30,song,"I recorded this bird song/call on my phone during 7:47 AM. I have been trying to find what type of bird this is, since I've always heard this song/call often. Something I did notice is that the bird often sings it during early mornings, and sometimes during sundown, around 5:00-6:00 PM. Unfortunately, I do not hear it daily, especially when rainy days happen. In person, this bird song/call was generally loud that it was super noticeable. The place where I recorded this audio had a few trees around such as pili trees, mango trees, etc. ",,1081023,//creativecommons.org/licenses/by-nc-sa/4.0/
